syllables He,['was'] 
Ha I,|['am', 'fancy']|
startled gaze,['My']
seeing you,|['and', 'again', 'I']|
third door,['into']
by him,|['to', 'in', 'We', 'that']|
when Mr,['Windibank']
half-dragged up,['to']
|certainly, if|,['it']
cup of,|['coffee', 'tea', 'hot']|
face disfigured,['by']
may arise,['I']
relation between,|['them', 'the']|
every direction,['with']
been by,['no']
affliction also,['is']
this one,|['twelve', 'comes', 'said']|
"VIOLET HUNTER,['you']
the cry,|['of', 'and']|
keep his,['little']
off my,|['clothes', 'ring', 'shoes', 'hair']|
have bored,['you']
suggested that,|['the', 'it', 'we', 'I']|
those metal,['bars']
Paddington by,['the']
harm unless,['we']
he When,|['Horner', 'you']|
sounds a,['little']
call over,['here']
we not,['done']
we now,['learn']
is danger,['for']
just finished,['my']
England be,['looked']
forever a,['mystery']
fine sea-stories,['until']
camp near,['the']
evening before,|['I', 'and']|
fond he,['was']
these bleak,['autumnal']
in breaking,['the']
time from,['which']
where my,['thumb']
unfortunate one,['for']
dishonourable would,['be']
continued seeing,['my']
locked the,['door']
arm we'll,['be']
fellow more,['than']
Perhaps I,|['have', 'had']|
Angel and,|['keeps', 'so']|
that? work,['appears']
|her brought,|,['I']
some crime,['no.']
Gravesend and,['learned']
go out,|['groaned,', 'in', 'close', 'to-night?', 'much', 'for', 'to-night']|
had struggled,['with']
dozen from,['a']
was from,|['the', 'Sherlock', 'Pondicherry', 'her']|
must within,['a']
gone You,['heard']
drew on,['our']
Cooee! then,['obviously']
the life,['which']
else in,['the']
an amateur,['that']
impatiently I,["can't"]
might grow,['to']
sprang round,['and']
that goose,['It']
simple test,['if']
troubles were,['in']
had remarkably,['small']
held out,|['his', 'her']|
nothing else,|['think', 'Jabez', 'would', 'had', 'save', 'to']|
not point,['out']
myself Crime,['is']
nice and,['complimentary']
town until,['the']
talk if,['I']
useful material,['for']
she rushed,['down']
grey Harris,['tweed']
live then,['slept']
hesitating whispering,['fashion']
is rather,|['more', 'a', 'vague']|
may be,|['interested', 'some', 'the', 'so', 'of', 'enough', 'remembered', 'one', 'in', 'solved', 'deduced', 'many', 'thrown', 'wanting', 'more', 'taken', 'expected', 'striking', 'you', 'put', 'cleared', 'explained', 'that', 'forced', 'set', 'on', 'following', 'back', 'less', 'committed']|
ordinary black,['hat']
to George,['Sand']
the chest,['and']
slate-coloured broad-brimmed,['straw']
Arizona and,['then']
of discoloured,['blue-tinted']
white while,['his']
watch It,['was']
and mother,['said']
last train,|['from', 'to']|
without taking,['part']
fro droning,['to']
Baker Street.,['That']
of Wallenstein,['and']
to-morrow it,['said']
sight Mr,['Holmes']
Had I,['been']
the r's,['tailless']
secure a duty,['which']
had all,['three']
window so,|['suddenly', 'that']|
to apply,|['the', 'Mr', 'for']|
adapt himself,['to']
now dead,['and']
good Lestrade,['said']
be. child one,['dear']
large for,['easy']
happen when,['you']
revenge or,['anything']
a better,|['man', 'time', 'The', 'view', 'Boone', 'grown', 'fit']|
cheer me,['up']
she impressed,['me']
walks into,['my']
it flew,['upon']
footing She,['used']
and ends,['on']
floor A,['chair']
days later that,['is']
off for,|['the', "Pope's", 'Hatherley', 'Streatham']|
place near,|['the', 'Petersfield']|
too crowded,['even']
the January,['of']
His face,|['flushed', 'was', 'set']|
and two,|['officers', 'months', 'people', 'or', 'years', 'men', 'dozen', 'curving', 'and']|
hideous and,['distorted']
beggar and,|['in', 'put']|
hopes opinion,['is']
be crowded,['so']
deceive a,["coroner's"]
floor a,['wedding-dress']
no less,['than']
His tangled,['beard']
machine at,['the']
Augustine McCauley,['cleared']
beginning of,['84']
nothing better,['than']
as possible,|['The', 'Turner', 'with', 'and', 'I', 'so', 'but', 'that', 'will']|
Majesty as,['I']
characteristics with,['which']
hedge upon,['either']
lodge-keeper came,['and']
judge you,['said']
this afternoon,|['he', 'and', 'She']|
him carrying,['a']
problem connected,['with']
read over,['the']
more creditable,['to']
host Windigate,['by']
frost had,['set']
stepped from,|['her', 'the']|
sum I,['may']
jealousy or,['some']
trifle but,['there']
altogether I,['have']
Toller my,['groom']
be hanged,['has']
maid rushed,['across']
slowly into,['the']
conversation ensued,['which']
screamed you,['villain']
you sir,|['because', 'for']|
nearly correct,['than']
very bulky,['boxes']
heel and,['disappeared']
moment he,['had']
doubts will,['very']
and waited,|['behind', 'by', 'there']|
spirit case,['and']
flew upon,['the']
country sir,['Then']
finally abandoned,['Holmes']
bumping of,['the']
of hot,|['metal', 'coffee']|
Are you,|['a', 'satisfied', 'hungry', 'sure']|
of how,|['the', 'very']|
although its,['contents']
a chestnut,['or']
in conversation,['with']
good plan,['of']
can hardly,|['be', 'take', 'avoid', 'see', 'explain', 'get', 'expect']|
looked impatiently,['at']
Holmes quietly,|['I', 'Hold', 'now!"']|
lunch upon,['the']
word the,|['man', 'whole']|
with something,|['of', 'perhaps']|
blinds gazing,['down']
brought it,|['up', 'down']|
quitted me,['see']
Station. we,['can']
Kate poor little,['Kate']
brought in,|['the', 'contact', 'a', 'to']|
husband's cruelty,['to']
marriage the,['dying']
us your,['best']
but Mr,['McCarthy']
that Watson,['a']
nature took,['him']
gone I,['unlocked']
lamp while,['Breckinridge']
those hours,['of']
she suddenly,|['heard', 'shrieked', 'threw']|
thirty but,['her']
parched lips,['I']
as man,['could']
was folded,['across']
needed it,['should']
the society,|['of', 'and', 'was', 'papers']|
there? he,['asked']
comes she,['may']
Clair's story,['he']
his analytical,['skill']
as may,['be']
something had,|['happened', 'occurred']|
from crime,['to']
had expected,['to']
lay listless,['watching']
all quite,['beside']
forehead and,['settled']
and streaked,['with']
to violin-land,['where']
hastening in,['the']
days later,['this']
disregard what,['is']
wicked world,['and']
advantage of,|['it', 'the', 'me']|
a gin-shop,['approached']
windows Suddenly,['amid']
had rights,['of']
absence I,['received']
Young Openshaw,['shall']
|Prosper stood,"|,['said']
or west,['I']
terror rose,['up']
rubbed his,|['long', 'hands']|
thought is,['correct']
thought it,|['as', 'was', 'better', 'well', 'time']|
by repeated,['blows']
with which,|['he', 'she', 'I', 'it', 'the', 'such', 'to', 'crime']|
There have,['been']
refers in,['this']
alone. She,['was']
thought in,['my']
Simon's narrative,['When']
and a,|['sneer', 'gasogene', 'half', 'bulge', 'large', 'pair', 'long', 'strongly', 'drunken-looking', 'gentleman', 'surpliced', 'glass', 'rough', 'moment', 'letter', 'drab', 'square', 'faded', 'girl', 'deal', 'short', 'few', 'brown', 'cup', 'magnifying', 'quarter', 'hand', 'shock', 'snigger', 'man', 'hesitating', 'look', 'fringe', 'general', 'tap', 'slight', 'glitter', 'verdict', 'grey', 'bundle', 'desperate', 'tapping', 'small', 'register', 'splash', 'nervous', 'lady', 'gin-shop', 'supply', 'low', 'chronicler', 'star', 'little', 'lucky', 'box', 'telephone', 'pile', 'forceps', 'most', 'guttering', 'black', 'broad', 'great', 'baboon', 'thumb', 'tooth-brush', 'gaping', 'dressing-table', 'horrid', 'bachelor', 'woman', 'baleful', 'weapon', 'bright', 'tide-waiter', 'cigar', "bride's", 'marriage', 'compressed', 'commanding', 'constable', 'shorter', 'young', 'note', 'second', 'test-tube', 'perpetual', 'sad', 'basketful', 'tall']|
also or,['at']
preliminary sound,['in']
the heavens,['The']
it Are,['you']
he won't,['mind']
which rests,['upon']
some secret,|['hoard', 'sorrow']|
not disturb,['him']
His grandfather,['was']
object The,['Church']
maid is,['her']
it goes,|['it', 'to']|
His footmarks,['had']
suppose you,['know']
and I,|['may', 'trust', 'could', 'was', 'mean', 'went', 'am', 'will', 'saw', 'have', 'caught', 'remain', 'would', 'know', 'understand', 'should', 'had', 'surveyed', 'asked', 'took', 'shall', 'hope', 'beg', 'want', 'agree', 'thought', 'heard', 'just', 'find', 'can', 'with', "can't", 'think', 'sent', 'wrote', 'when', 'see', 'found', 'did', 'walked', 'really', 'set', 'met', 'pondered', 'believe', 'wish', 'fear', 'volunteered', 'threw', 'observe', 'should ', 'made', 'knew', 'felt', 'carried', 'ran', 'on', 'were', 'you', 'only', 'must', 'gazed', 'stood', 'instantly', 'cannot', 'poured', 'came', 'reached', 'behind', 'kept', 'examined', 'pointed', 'shuddered', 'fell', 'sprang', 'confess', 'but', "won't", 'determined', 'after', 'stay', 'feel', 'repeat', 'clapped', 'answered', 'write', 'laughed', 'concealed', 'drew', 'assure', 'said', 'soon', 'once', 'turned', 'The', 'rushed']|
a monograph,['upon']
late and,['I']
and B,['cleared']
anything like,['that']
running as,['hard']
ask you,|['not', 'how', 'to', 'one', 'you', 'whether', 'now', 'a', 'that']|
bear to,['see']
could strike,['Then']
growing under,['it']
sign to,['me']
facts were,['very']
horse could,['go']
ventilator at,['the']
acquaintance of,['the']
professional beggar,|['though', 'but']|
me with,|['my', 'your', 'some', 'interest', 'a', 'the', 'great', 'her', 'his']|
the text,['and']
and muttering,['under']
successive instance,['of']
Watson has,['not']
cheetah too,['perhaps']
should bring,['an']
shaving is,['less']
fortunes seems,['to']
who know,|['him', 'little']|
Left his,['lodgings']
from Paddington,|['Station', 'and', 'which']|
spare advertised,['for']
show that,['I']
just in,['time']
moving my,['chair']
satisfied it,['is']
sandwiched in,['between']
Our visitor,|['bore', 'half']|
curiosity though,['I']
places over,['the']
describe who,['is']
four-wheeler and,['out']
staying there,['while']
and determination,['Their']
it You,|['do', 'see', 'may', 'are', 'have']|
of delicacy,['A']
asked as,['I']
have devised,['seven']
very young,['She']
asked at,|['last', 'all']|
have leaped,['back']
sandwiched it,['between']
advice upon,['the']
really very,['good']
little before,['seven']
well To-morrow,['I']
heed to,['the']
Yard a,['plain-clothes']
family fill,['me']
practice In,['a']
The singular,['incident']
equinoctial gales,|['had', 'that']|
taketh the,['tiger']
abrupt method,['of']
ladder was,['not']
us all,|['about', 'in']|
in its,|['details', 'results', 'crop', 'inception', 'least', 'legal', 'own', 'due', 'vehemence']|
separate us,['I']
is popular,['with']
however long,['he']
carried me,['in']
transaction which,['made']
sense at,['all']
jumped five,['little']
of Balmoral.,['Hum']
There's two,['of']
force that,['we']
speedily drawn,['as']
woman bent,['over']
easier to,['attain']
upraised I,['could']
with what,|['you', 'I']|
they suggested,['that']
You owe,['a']
was shocked,['by']
both girls,['had']
leads into,['the']
hoped suggested,['Holmes']
travel a,['little']
fashion and,|['then', 'on']|
guardsmen who,|['were', 'took']|
were found,|['in', 'floating']|
punish the,['guilty']
whistle By,['Jove']
earn into,['the']
him then,|['sir;', 'still', 'but', 'her']|
narrative Then,['Sherlock']
assistance of,['his']
notice but,['there']
you made,|['me', 'an']|
from left,['to']
stood within,['its']
him they,|['found', 'had']|
half her,['fortune']
lady can,['get']
cannot persuade,['you']
was pulled,['back']
highest point,['From']
bar Then,|['with', 'he']|
small table,['and']
passed over,|['this', 'her']|
more mysterious,['and']
invention of,['bicycling']
row broke,['out']
to read,|['the', 'a', 'aloud']|
his keeping,['If']
world for,['we']
professional round,['But']
pounds 10s.,['while']
ate is,['country']
be spent,['in']
Balmoral Lord,['Backwater']
of metallic,['deposit']
too tender-hearted,['to']
Holmes a,['bit']
some attention,['to']
selections is,['the']
and complex,['story']
have tomfoolery,['of']
she alone,['had']
in pencil,|['upon', 'over']|
lawn crossed,['it']
by silver,['poured']
convulse the,['nation']
Holmes I,|['believe', 'am', 'did', 'do', 'only', 'have', 'wish', 'met', "don't", 'think', 'would', 'heard', 'know', 'had', 'will', 'find', 'at', 'observed', 'could']|
the Rockies,['where']
be safer,['and']
confine my,['attentions']
until after,|['the', 'she']|
from his,|['shelves', 'cigarette', 'chair', 'face', 'pocket', 'finger', 'small', 'words', 'bundle', 'own', 'father', 'waistcoat', 'fingers', 'Lascar', 'bed', 'assailants', 'hat', 'armchair', 'sleeves', 'soothing', 'room', 'excursion', 'reverie', 'point', 'smokes', 'seat', 'cynical', 'grasp', 'shoes', 'smiling', 'mother']|
stepfather hastily,['closing']
the pile,['There']
grew less,['keen']
pluck her,['husband']
the cloak,|['Now', 'which']|
from him,|['and', 'you.', 'he', 'to-day', 'no', 'silent', 'by', 'What', 'to-night']|
